timestamp,x,y,z
70.6630,0.4896,-0.0858,0.0052
70.6900,0.4961,-0.0859,0.0045
70.7180,0.4994,-0.0875,0.0027
70.7440,0.5030,-0.0897,0.0028
70.7510,0.5061,-0.0941,0.0030
70.7660,0.5063,-0.0942,0.0029
70.7720,0.5100,-0.0962,0.0039
70.7890,0.5103,-0.0963,0.0040
70.7940,0.5186,-0.0970,0.0080
70.8150,0.5224,-0.0971,0.0098
70.8420,0.5473,-0.0982,0.0224
70.8650,0.5684,-0.0949,0.0317
70.8690,0.5815,-0.0916,0.0363
70.8950,0.5884,-0.0915,0.0393
70.9180,0.6051,-0.0913,0.0433
70.9490,0.6210,-0.0920,0.0430
70.9750,0.6376,-0.0876,0.0438
70.9810,0.6483,-0.0793,0.0454
71.0060,0.6488,-0.0789,0.0455
71.0300,0.6626,-0.0657,0.0451
71.0560,0.6748,-0.0526,0.0434
71.0890,0.6859,-0.0396,0.0386
71.1110,0.7016,-0.0253,0.0279
71.1380,0.7100,-0.0203,0.0170
71.1440,0.7123,-0.0203,0.0082
71.1640,0.7132,-0.0198,0.0053
71.1870,0.7184,-0.0127,0.0012
71.2130,0.7222,-0.0033,0.0008
71.2460,0.7230,0.0009,0.0018
71.2750,0.7283,0.0032,0.0048
71.2990,0.7312,0.0019,0.0063
71.3210,0.7350,0.0046,0.0135
71.3460,0.7406,0.0060,0.0183
71.4460,0.7564,0.0007,0.0181
71.4640,0.7644,0.0031,0.0151
71.5000,0.7642,0.0053,0.0068
71.5260,0.7758,0.0015,0.0052
71.5550,0.7864,-0.0013,0.0048
71.5790,0.7902,-0.0046,0.0034
71.6290,0.7955,-0.0101,0.0032
71.6650,0.7967,-0.0133,0.0038
71.6700,0.7946,-0.0153,0.0046
71.7070,0.7963,-0.0190,0.0037
71.7160,0.7999,-0.0182,0.0034
71.7430,0.8007,-0.0143,0.0046
71.7690,0.8082,-0.0115,0.0114
71.7940,0.8216,-0.0137,0.0215
71.7980,0.8376,-0.0175,0.0325
71.8160,0.8391,-0.0178,0.0333
71.8400,0.8545,-0.0175,0.0405
71.8670,0.8694,-0.0157,0.0418
71.8900,0.8841,-0.0159,0.0383
71.9170,0.8950,-0.0195,0.0324
71.9410,0.9066,-0.0240,0.0251
71.9650,0.9187,-0.0286,0.0207
71.9890,0.9307,-0.0304,0.0151
72.0180,0.9474,-0.0302,0.0071
72.0240,0.9607,-0.0249,0.0016
72.0450,0.9622,-0.0236,0.0014
72.0700,0.9702,-0.0142,0.0017
72.0790,0.9755,-0.0090,0.0028
72.1000,0.9776,-0.0084,0.0029
72.1200,0.9794,-0.0047,0.0047
72.1440,0.9788,0.0014,0.0091
72.1710,0.9813,0.0050,0.0107
72.1940,0.9887,0.0033,0.0083
72.1990,0.9970,-0.0003,0.0054
72.2180,0.9976,-0.0006,0.0054
72.2430,1.0026,-0.0041,0.0047
72.2710,1.0123,-0.0123,0.0033
72.2930,1.0175,-0.0167,0.0030
72.3190,1.0216,-0.0219,0.0046
72.3490,1.0280,-0.0281,0.0051
72.3780,1.0388,-0.0344,0.0079
72.4040,1.0549,-0.0411,0.0147
72.4290,1.0720,-0.0510,0.0163
72.4360,1.0880,-0.0606,0.0141
72.4530,1.0893,-0.0614,0.0139
72.4770,1.1032,-0.0662,0.0134
72.5050,1.1192,-0.0709,0.0121
72.5270,1.1329,-0.0753,0.0104
72.5330,1.1415,-0.0786,0.0084
72.5550,1.1444,-0.0796,0.0075
72.5790,1.1493,-0.0824,0.0107
72.6010,1.1524,-0.0852,0.0124
72.6270,1.1547,-0.0847,0.0144
72.6340,1.1547,-0.0854,0.0145
72.6520,1.1545,-0.0855,0.0142
72.7050,1.1524,-0.0848,0.0124
72.7300,1.1567,-0.0919,0.0184
72.7350,1.1562,-0.0931,0.0166
72.7600,1.1560,-0.0939,0.0140
72.7870,1.1582,-0.0902,0.0046
72.8230,1.1555,-0.0860,0.0050
72.8570,1.1495,-0.0763,0.0084
72.8840,1.1504,-0.0689,0.0071
72.9130,1.1559,-0.0661,0.0057
72.9210,1.1577,-0.0675,0.0063
72.9380,1.1578,-0.0676,0.0064
72.9630,1.1607,-0.0720,0.0056
72.9950,1.1592,-0.0786,0.0036
73.0190,1.1561,-0.0785,0.0046
73.0430,1.1539,-0.0804,0.0037
73.0660,1.1531,-0.0820,0.0027
73.1100,1.1572,-0.0841,0.0034
73.1400,1.1575,-0.0899,0.0038
73.1670,1.1540,-0.0936,0.0043
73.1980,1.1510,-0.0909,0.0067
73.2240,1.1506,-0.0897,0.0089
73.2480,1.1522,-0.0897,0.0073
73.2710,1.1516,-0.0888,0.0055
73.2810,1.1531,-0.0886,0.0050
73.3030,1.1534,-0.0887,0.0050
73.3240,1.1556,-0.0903,0.0046
73.3520,1.1576,-0.0931,0.0042
73.3750,1.1606,-0.0970,0.0035
73.3820,1.1633,-0.1014,0.0029
73.4030,1.1634,-0.1015,0.0029
73.4260,1.1660,-0.1055,0.0028
73.4470,1.1691,-0.1071,0.0025
73.4760,1.1722,-0.1056,0.0057
73.5050,1.1846,-0.1079,0.0118
73.5310,1.1982,-0.1082,0.0152
73.5550,1.2137,-0.1098,0.0166
73.5790,1.2324,-0.1183,0.0166
73.6040,1.2482,-0.1263,0.0131
73.6380,1.2674,-0.1408,0.0048
73.6640,1.2748,-0.1446,-0.0001
73.6710,1.2771,-0.1442,0.0049
73.7020,1.2785,-0.1441,0.0084
73.7250,1.2812,-0.1432,0.0159
73.7500,1.2791,-0.1406,0.0217
73.7760,1.2749,-0.1351,0.0254
73.7990,1.2711,-0.1300,0.0217
73.8260,1.2695,-0.1252,0.0146
73.8550,1.2707,-0.1185,0.0051
73.8770,1.2715,-0.1131,0.0068
73.9000,1.2733,-0.1083,0.0112
73.9260,1.2743,-0.1061,0.0107
73.9280,1.2733,-0.1052,0.0075
73.9540,1.2725,-0.1047,0.0059
73.9780,1.2741,-0.1041,0.0024
74.0020,1.2778,-0.1014,0.0044
74.0260,1.2830,-0.0952,0.0095
74.0490,1.2910,-0.0902,0.0117
74.0760,1.3003,-0.0867,0.0085
74.1020,1.3088,-0.0867,0.0052
74.1250,1.3142,-0.0863,0.0051
74.1560,1.3203,-0.0865,0.0040
74.1810,1.3263,-0.0890,0.0037
74.2030,1.3299,-0.0899,0.0035
74.2270,1.3333,-0.0930,0.0025
74.2490,1.3391,-0.0988,0.0028
74.2780,1.3426,-0.1024,0.0020
74.3010,1.3434,-0.1024,0.0028
74.3250,1.3466,-0.1005,0.0054
74.3510,1.3547,-0.1001,0.0082
74.3750,1.3725,-0.1018,0.0183
74.4000,1.3891,-0.1034,0.0245
74.4220,1.4056,-0.1051,0.0255
74.4750,1.4188,-0.1089,0.0262
74.4790,1.4314,-0.1137,0.0239
74.5070,1.4428,-0.1239,0.0162
74.5310,1.4517,-0.1269,0.0128
74.5560,1.4582,-0.1271,0.0104
74.6140,1.4658,-0.1171,0.0105
74.6230,1.4680,-0.1090,0.0100
74.6340,1.4683,-0.1019,0.0070
74.6560,1.4682,-0.1016,0.0068
74.6790,1.4679,-0.0971,0.0036
74.7090,1.4732,-0.0968,0.0052
74.7330,1.4761,-0.0992,0.0042
74.7580,1.4786,-0.1018,0.0035
74.7830,1.4809,-0.0982,0.0054
74.8100,1.4848,-0.0886,0.0135
74.8140,1.4890,-0.0821,0.0149
74.8330,1.4894,-0.0815,0.0149
74.8580,1.4919,-0.0767,0.0135
74.8600,1.4929,-0.0752,0.0099
74.8830,1.4929,-0.0750,0.0096
74.8890,1.4926,-0.0681,0.0118
74.9050,1.4927,-0.0677,0.0121
74.9310,1.4960,-0.0626,0.0164
74.9540,1.5004,-0.0615,0.0157
74.9750,1.5074,-0.0621,0.0121
75.0000,1.5165,-0.0631,0.0094
75.0230,1.5250,-0.0646,0.0061
75.0450,1.5304,-0.0668,0.0042
75.0720,1.5334,-0.0662,0.0046
75.0940,1.5347,-0.0651,0.0030
75.1010,1.5378,-0.0639,0.0055
75.1180,1.5380,-0.0636,0.0060
75.1230,1.5410,-0.0626,0.0099
75.1480,1.5460,-0.0622,0.0140
75.1720,1.5615,-0.0600,0.0292
75.2010,1.5793,-0.0574,0.0437
75.2250,1.5956,-0.0533,0.0513
75.2480,1.6096,-0.0472,0.0524
75.2770,1.6209,-0.0401,0.0482
75.3070,1.6341,-0.0381,0.0388
75.3290,1.6443,-0.0409,0.0320
75.3510,1.6525,-0.0415,0.0258
75.3570,1.6570,-0.0391,0.0187
75.3740,1.6571,-0.0389,0.0184
75.3970,1.6575,-0.0320,0.0113
75.4230,1.6617,-0.0168,0.0096
75.4480,1.6691,0.0014,0.0135
75.4730,1.6788,0.0249,0.0152
75.4800,1.6881,0.0452,0.0105
75.4990,1.6885,0.0460,0.0101
75.5270,1.6970,0.0718,0.0042
75.5500,1.6998,0.0931,0.0054
75.5800,1.7036,0.1112,0.0049
75.6070,1.7077,0.1223,0.0056
75.6310,1.7122,0.1302,0.0096
75.6550,1.7115,0.1352,0.0149
75.6820,1.7140,0.1368,0.0154
75.7120,1.7202,0.1363,0.0111
75.7160,1.7233,0.1347,0.0067
75.7340,1.7238,0.1347,0.0062
75.7560,1.7286,0.1350,0.0050
75.7810,1.7348,0.1327,0.0040
75.7860,1.7415,0.1306,0.0041
75.8090,1.7422,0.1304,0.0041
75.8350,1.7474,0.1241,0.0046
75.8420,1.7501,0.1213,0.0037
75.8590,1.7505,0.1210,0.0035
75.8840,1.7568,0.1177,0.0040
75.8890,1.7608,0.1178,0.0047
75.9160,1.7630,0.1194,0.0042
75.9390,1.7659,0.1202,0.0040
75.9890,1.7665,0.1197,0.0036
76.0040,1.7681,0.1149,0.0043
76.0420,1.7689,0.1148,0.0055
76.0670,1.7814,0.1170,0.0124
76.0920,1.7948,0.1146,0.0173
76.1150,1.8113,0.1101,0.0196
76.1380,1.8264,0.1048,0.0203
76.1900,1.8395,0.0997,0.0172
76.2000,1.8462,0.0936,0.0090
76.2070,1.8483,0.0908,0.0035
76.2270,1.8483,0.0908,0.0033
76.2480,1.8449,0.0920,0.0025
76.2730,1.8398,0.0959,0.0023
76.2980,1.8422,0.1044,0.0047
76.3210,1.8481,0.1127,0.0061
76.3460,1.8534,0.1194,0.0046
76.3730,1.8555,0.1201,0.0039
76.3770,1.8570,0.1207,0.0032
76.3930,1.8571,0.1208,0.0033
76.3990,1.8596,0.1214,0.0042
76.4280,1.8625,0.1210,0.0056
76.4510,1.8662,0.1187,0.0069
76.4760,1.8680,0.1178,0.0074
76.5030,1.8683,0.1184,0.0066
76.5270,1.8685,0.1192,0.0049
76.5490,1.8704,0.1285,0.0104
76.5730,1.8753,0.1374,0.0145
76.5800,1.8841,0.1427,0.0143
76.5990,1.8848,0.1429,0.0141
76.6030,1.8913,0.1450,0.0122
76.6290,1.8935,0.1456,0.0110
76.6560,1.8966,0.1525,0.0054
76.6580,1.8974,0.1572,0.0050
76.6800,1.8985,0.1585,0.0049
76.7030,1.8997,0.1589,0.0049
76.7110,1.8996,0.1591,0.0042
76.7290,1.8996,0.1591,0.0042
76.7330,1.8973,0.1579,0.0041
76.7500,1.8971,0.1578,0.0041
76.7730,1.8962,0.1568,0.0046
76.7800,1.8993,0.1554,0.0038
76.8030,1.9028,0.1541,0.0050
76.8650,1.9097,0.1509,0.0099
76.8750,1.9395,0.1427,0.0187
76.8870,1.9450,0.1392,0.0180
76.9120,1.9498,0.1359,0.0143
76.9380,1.9532,0.1324,0.0037
76.9440,1.9521,0.1297,-0.0025
76.9620,1.9518,0.1297,-0.0026
76.9860,1.9462,0.1298,-0.0010
77.0080,1.9414,0.1342,0.0042
77.0540,1.9417,0.1389,0.0072
77.0620,1.9436,0.1415,0.0079
77.0800,1.9450,0.1513,0.0003
77.1080,1.9459,0.1548,0.0027
77.1190,1.9416,0.1585,0.0059
77.1350,1.9414,0.1584,0.0060
77.1370,1.9391,0.1578,0.0080
77.1580,1.9388,0.1576,0.0084
77.1630,1.9334,0.1557,0.0125
77.1820,1.9328,0.1556,0.0129
77.2040,1.9291,0.1608,0.0202
77.2270,1.9324,0.1647,0.0231
77.2330,1.9369,0.1637,0.0219
77.2520,1.9392,0.1632,0.0207
77.2790,1.9487,0.1581,0.0142
77.3030,1.9552,0.1569,0.0116
77.3250,1.9595,0.1563,0.0088
77.3490,1.9629,0.1553,0.0050
77.3730,1.9708,0.1515,0.0027
77.3950,1.9762,0.1465,0.0030
77.4210,1.9794,0.1440,0.0040
77.4480,1.9840,0.1448,0.0054
77.4520,1.9891,0.1471,0.0070
77.4750,1.9914,0.1475,0.0080
77.5000,2.0056,0.1474,0.0133
77.5230,2.0247,0.1403,0.0213
77.5290,2.0425,0.1335,0.0248
77.5500,2.0440,0.1330,0.0248
77.5740,2.0610,0.1284,0.0219
77.6020,2.0775,0.1225,0.0116
77.6260,2.0898,0.1189,0.0062
77.6490,2.1041,0.1158,-0.0005
77.6550,2.1084,0.1147,-0.0006
77.6730,2.1087,0.1147,-0.0004
77.6950,2.1171,0.1161,0.0028
77.7180,2.1219,0.1214,0.0045
77.7240,2.1256,0.1265,0.0057
77.7410,2.1263,0.1269,0.0057
77.7640,2.1325,0.1298,0.0034
77.7880,2.1302,0.1324,0.0006
77.7930,2.1236,0.1349,0.0028
77.8440,2.1216,0.1360,0.0027
77.8900,2.1207,0.1376,0.0026
77.9000,2.1218,0.1397,0.0037
77.9190,2.1259,0.1500,0.0060
77.9370,2.1233,0.1564,0.0045
77.9640,2.1238,0.1591,0.0064
77.9880,2.1308,0.1636,0.0103
78.0110,2.1352,0.1656,0.0107
78.0380,2.1409,0.1680,0.0117
78.0680,2.1445,0.1717,0.0108
78.0920,2.1485,0.1722,0.0069
78.1020,2.1533,0.1699,0.0067
78.1230,2.1536,0.1697,0.0067
78.1550,2.1572,0.1642,0.0049
78.1810,2.1593,0.1575,0.0029
78.2080,2.1614,0.1502,0.0025
78.2280,2.1606,0.1444,0.0036
78.2570,2.1581,0.1448,0.0048
78.2860,2.1603,0.1496,0.0078
78.3130,2.1635,0.1536,0.0113
78.3420,2.1722,0.1551,0.0187
78.3690,2.1815,0.1547,0.0222
78.3980,2.1958,0.1544,0.0225
78.4060,2.2066,0.1508,0.0171
78.4250,2.2069,0.1506,0.0169
78.4530,2.2147,0.1447,0.0104
78.4770,2.2241,0.1394,0.0075
78.5080,2.2275,0.1380,0.0060
78.5340,2.2273,0.1422,0.0091
78.5720,2.2297,0.1522,0.0121
78.5830,2.2304,0.1576,0.0110
78.6020,2.2305,0.1578,0.0110
78.6070,2.2319,0.1616,0.0084
78.6340,2.2360,0.1672,0.0074
78.6430,2.2399,0.1748,0.0073
78.6610,2.2400,0.1754,0.0073
78.6880,2.2437,0.1823,0.0086
78.6930,2.2452,0.1890,0.0052
78.7200,2.2444,0.1902,0.0042
78.7490,2.2443,0.1963,0.0056
78.7510,2.2423,0.1973,0.0072
78.7810,2.2392,0.1978,0.0085
78.8060,2.2324,0.1999,0.0119
78.8320,2.2276,0.2039,0.0146
78.8620,2.2277,0.2060,0.0161
78.8860,2.2296,0.2064,0.0155
78.8990,2.2307,0.2099,0.0156
78.9190,2.2308,0.2111,0.0157
78.9740,2.2354,0.2141,0.0094
78.9960,2.2415,0.2144,0.0076
79.0500,2.2431,0.2143,0.0065
79.0770,2.2525,0.2063,0.0055
79.0890,2.2520,0.2033,0.0041
79.1110,2.2515,0.2026,0.0035
79.1420,2.2542,0.1990,0.0029
79.1680,2.2554,0.1983,0.0023
79.1950,2.2612,0.1997,0.0028
79.2210,2.2696,0.2041,0.0059
79.2460,2.2785,0.2071,0.0062
79.2740,2.2893,0.2079,0.0070
79.2980,2.2919,0.2025,0.0098
79.3270,2.2938,0.1965,0.0177
79.3550,2.3017,0.1886,0.0236
79.3790,2.3060,0.1864,0.0219
79.4070,2.3115,0.1842,0.0191
79.4440,2.3157,0.1802,0.0169
79.4720,2.3256,0.1744,0.0129
79.4800,2.3322,0.1704,0.0108
79.4980,2.3342,0.1689,0.0118
79.5270,2.3350,0.1693,0.0124
79.5330,2.3349,0.1748,0.0102
79.5530,2.3350,0.1751,0.0102
79.5780,2.3380,0.1804,0.0109
79.6070,2.3403,0.1832,0.0118
79.6300,2.3408,0.1801,0.0061
79.6540,2.3425,0.1802,0.0015
79.6590,2.3459,0.1827,0.0014
79.6780,2.3459,0.1827,0.0014
79.7010,2.3501,0.1885,0.0039
79.7220,2.3552,0.1951,0.0051
79.7450,2.3583,0.1990,0.0058
79.7680,2.3639,0.2047,0.0084
79.7890,2.3665,0.2099,0.0130
79.7940,2.3666,0.2125,0.0133
79.8120,2.3668,0.2126,0.0132
79.8320,2.3729,0.2148,0.0104
79.8590,2.3835,0.2185,0.0051
79.8660,2.3922,0.2251,0.0042
79.8840,2.3926,0.2254,0.0042
79.9100,2.4004,0.2309,0.0040
79.9200,2.4112,0.2332,0.0032
79.9400,2.4118,0.2330,0.0032
79.9440,2.4162,0.2297,0.0055
79.9630,2.4165,0.2296,0.0057
79.9880,2.4268,0.2266,0.0116
80.0140,2.4494,0.2259,0.0230
80.0450,2.4819,0.2303,0.0352
80.0690,2.4991,0.2335,0.0393
80.0940,2.5125,0.2356,0.0421
80.1010,2.5250,0.2367,0.0395
80.1210,2.5261,0.2366,0.0391
80.1430,2.5409,0.2362,0.0315
80.1490,2.5542,0.2351,0.0264
80.1680,2.5554,0.2351,0.0261
80.1720,2.5687,0.2369,0.0215
80.1930,2.5693,0.2370,0.0213
80.2190,2.5841,0.2454,0.0183
80.2460,2.5982,0.2532,0.0153
80.2680,2.6038,0.2603,0.0104
80.2910,2.6092,0.2681,0.0018
80.3170,2.6122,0.2785,-0.0001
80.3210,2.6129,0.2838,0.0030
80.3440,2.6152,0.2858,0.0049
80.3700,2.6155,0.2856,0.0082
80.3920,2.6164,0.2843,0.0066
80.4130,2.6154,0.2862,0.0039
80.4370,2.6158,0.2915,0.0068
80.4590,2.6164,0.2987,0.0071
80.4840,2.6169,0.3046,0.0075
80.5080,2.6209,0.3072,0.0086
80.5110,2.6247,0.3076,0.0104
80.5310,2.6248,0.3076,0.0104
80.5380,2.6300,0.3069,0.0063
80.5620,2.6308,0.3066,0.0059
80.5890,2.6397,0.3042,0.0031
80.5930,2.6408,0.3044,0.0035
80.6180,2.6432,0.3031,0.0039
80.6430,2.6458,0.2999,0.0047
80.6680,2.6491,0.2947,0.0030
80.6930,2.6474,0.2948,0.0045
80.7180,2.6441,0.2979,0.0060
80.7470,2.6407,0.3004,0.0045
80.7730,2.6446,0.3013,0.0031
80.7830,2.6542,0.3029,0.0071
80.8000,2.6547,0.3030,0.0073
80.8330,2.6707,0.2995,0.0185
80.8560,2.6870,0.2944,0.0269
80.8800,2.7029,0.2884,0.0287
80.9080,2.7213,0.2821,0.0241
80.9330,2.7361,0.2763,0.0171
80.9580,2.7464,0.2697,0.0110
80.9830,2.7486,0.2646,0.0028
81.0070,2.7533,0.2609,-0.0027
81.0160,2.7565,0.2619,0.0015
81.0390,2.7568,0.2618,0.0027
81.0690,2.7581,0.2646,0.0059
81.0910,2.7632,0.2702,0.0051
81.1170,2.7667,0.2751,0.0029
81.1400,2.7650,0.2761,0.0028
81.1610,2.7680,0.2773,0.0024
81.1880,2.7743,0.2763,0.0024
81.2110,2.7758,0.2779,0.0039
81.2350,2.7704,0.2806,0.0060
81.2840,2.7622,0.2866,0.0068
81.2980,2.7572,0.2928,0.0099
81.3090,2.7524,0.3036,0.0106
81.3290,2.7524,0.3038,0.0104
81.3580,2.7539,0.3062,0.0064
81.3840,2.7544,0.3078,0.0047
81.4080,2.7563,0.3093,0.0056
81.4330,2.7558,0.3109,0.0055
81.4430,2.7525,0.3109,0.0048
81.5020,2.7539,0.3085,0.0044
81.5250,2.7544,0.3045,0.0041
81.5620,2.7506,0.3060,0.0042
81.5910,2.7351,0.3142,0.0062
81.6140,2.7288,0.3184,0.0044
81.6380,2.7279,0.3176,0.0030
81.6600,2.7281,0.3141,0.0060
81.6830,2.7277,0.3112,0.0085
81.6880,2.7266,0.3072,0.0081
81.7060,2.7265,0.3070,0.0080
81.7310,2.7266,0.3011,0.0065
81.7330,2.7295,0.2979,0.0064
81.7550,2.7309,0.2970,0.0063
81.7810,2.7371,0.2962,0.0063
81.8070,2.7410,0.2974,0.0044
81.8150,2.7466,0.2933,0.0078
81.8330,2.7468,0.2931,0.0080
81.8390,2.7475,0.2919,0.0100
81.8550,2.7475,0.2918,0.0101
81.8780,2.7500,0.2894,0.0142
81.9040,2.7469,0.2899,0.0157
81.9310,2.7424,0.2944,0.0147
81.9590,2.7451,0.2994,0.0128
81.9850,2.7455,0.3025,0.0065
82.0080,2.7477,0.3058,0.0033
82.0340,2.7474,0.3093,0.0029
82.0620,2.7474,0.3118,0.0044
82.0880,2.7435,0.3118,0.0015
82.0940,2.7398,0.3135,-0.0001
82.1160,2.7398,0.3136,-0.0001
82.1450,2.7369,0.3235,0.0022
82.1730,2.7339,0.3281,0.0037
82.1940,2.7298,0.3323,0.0041
82.2270,2.7249,0.3395,0.0045
82.2560,2.7233,0.3504,0.0073
82.2840,2.7258,0.3573,0.0077
82.3090,2.7283,0.3652,0.0052
82.3430,2.7283,0.3678,0.0056
82.3710,2.7299,0.3671,0.0102
82.3790,2.7315,0.3672,0.0131
82.3890,2.7353,0.3672,0.0162
82.4070,2.7357,0.3670,0.0165
82.4130,2.7406,0.3640,0.0165
82.4310,2.7408,0.3639,0.0165
82.4560,2.7467,0.3621,0.0148
82.4790,2.7547,0.3580,0.0109
82.5060,2.7613,0.3575,0.0077
82.5320,2.7693,0.3540,0.0054
82.5570,2.7794,0.3509,0.0057
82.5850,2.7849,0.3479,0.0042
82.6090,2.7895,0.3451,0.0032
82.6380,2.7900,0.3427,0.0033
82.6630,2.7902,0.3420,0.0053
82.6670,2.7930,0.3437,0.0097
82.6880,2.7933,0.3438,0.0099
82.7120,2.8036,0.3440,0.0148
82.7370,2.8193,0.3429,0.0206
82.7600,2.8398,0.3418,0.0260
82.7820,2.8562,0.3399,0.0261
82.8080,2.8682,0.3342,0.0235
82.8360,2.8707,0.3296,0.0178
82.8400,2.8755,0.3265,0.0113
82.8900,2.8859,0.3293,0.0036
82.9110,2.8858,0.3299,0.0035
82.9340,2.8848,0.3404,0.0063
82.9580,2.8857,0.3536,0.0082
82.9800,2.8853,0.3654,0.0072
83.0020,2.8884,0.3779,0.0114
83.0140,2.8933,0.3897,0.0169
83.0320,2.8936,0.3904,0.0172
83.0590,2.8964,0.3997,0.0188
83.0700,2.9008,0.4047,0.0152
83.0940,2.9009,0.4049,0.0149
83.1230,2.9057,0.4091,0.0065
83.1470,2.9078,0.4137,0.0114
83.1680,2.9102,0.4178,0.0146
83.1920,2.9146,0.4202,0.0147
83.2010,2.9164,0.4202,0.0151
83.2160,2.9164,0.4202,0.0151
83.2400,2.9189,0.4206,0.0140
83.2630,2.9269,0.4226,0.0111
83.2880,2.9356,0.4234,0.0077
83.3120,2.9446,0.4234,0.0068
83.3230,2.9486,0.4201,0.0066
83.3300,2.9530,0.4159,0.0072
83.3510,2.9532,0.4158,0.0071
83.3540,2.9564,0.4140,0.0053
83.3800,2.9588,0.4130,0.0031
83.4050,2.9637,0.4090,0.0024
83.4120,2.9688,0.4081,0.0034
83.4360,2.9711,0.4082,0.0039
83.4630,2.9858,0.4070,0.0081
83.4890,3.0068,0.4064,0.0171
83.5160,3.0318,0.4004,0.0237
83.5470,3.0603,0.3954,0.0221
83.5800,3.0846,0.3878,0.0168
83.6030,3.0947,0.3838,0.0145
83.6250,3.1027,0.3815,0.0139
83.6530,3.1137,0.3769,0.0114
83.6760,3.1202,0.3721,0.0060
83.7030,3.1240,0.3703,0.0055
83.7350,3.1238,0.3726,0.0043
83.7480,3.1201,0.3745,0.0085
83.7690,3.1199,0.3746,0.0087
83.7980,3.1165,0.3807,0.0140
83.8230,3.1130,0.3836,0.0109
83.8540,3.1097,0.3811,0.0055
83.8780,3.1071,0.3809,0.0036
83.9080,3.1100,0.3839,0.0045
83.9380,3.1100,0.3859,0.0063
83.9660,3.1115,0.3846,0.0073
83.9930,3.1095,0.3797,0.0057
84.0010,3.1123,0.3798,0.0049
84.0220,3.1124,0.3799,0.0049
84.0240,3.1181,0.3862,0.0075
84.0480,3.1198,0.3893,0.0096
84.0730,3.1236,0.3979,0.0160
84.0980,3.1264,0.4049,0.0179
84.1200,3.1352,0.4140,0.0188
84.1430,3.1437,0.4207,0.0184
84.1480,3.1527,0.4235,0.0156
84.1680,3.1531,0.4235,0.0154
84.1720,3.1575,0.4235,0.0106
84.1960,3.1578,0.4237,0.0091
84.2240,3.1576,0.4233,0.0055
84.2500,3.1623,0.4182,0.0064
84.2760,3.1662,0.4136,0.0060
84.2980,3.1687,0.4116,0.0042
84.3200,3.1713,0.4085,0.0031
84.3480,3.1716,0.4085,0.0031
84.3760,3.1735,0.4063,0.0047
84.3980,3.1744,0.4060,0.0062
84.4210,3.1818,0.4014,0.0099
84.4450,3.1962,0.3930,0.0171
84.5360,3.2249,0.3723,0.0222
84.5510,3.2452,0.3549,0.0181
84.5660,3.2653,0.3477,0.0141
84.5840,3.2663,0.3473,0.0141
84.5890,3.2724,0.3425,0.0123
84.6080,3.2726,0.3423,0.0122
84.6150,3.2756,0.3393,0.0113
84.6450,3.2809,0.3375,0.0095
84.6700,3.2870,0.3370,0.0088
84.6970,3.2979,0.3372,0.0083
84.7220,3.3100,0.3370,0.0076
84.7260,3.3201,0.3357,0.0040
84.7450,3.3203,0.3357,0.0039
84.7660,3.3222,0.3388,0.0033
84.7880,3.3265,0.3466,0.0066
84.8110,3.3355,0.3561,0.0123
84.8320,3.3456,0.3608,0.0143
84.8580,3.3542,0.3636,0.0123
84.8800,3.3596,0.3661,0.0079
84.9010,3.3635,0.3672,0.0051
84.9240,3.3703,0.3664,0.0059
84.9490,3.3763,0.3631,0.0054
84.9770,3.3822,0.3589,0.0044
85.0020,3.3820,0.3583,0.0039
85.0250,3.3802,0.3627,0.0048
85.0480,3.3802,0.3643,0.0048
85.0710,3.3843,0.3627,0.0034
85.0960,3.3868,0.3596,0.0021
85.1220,3.3887,0.3544,0.0068
85.1260,3.3956,0.3488,0.0108
85.1490,3.3989,0.3458,0.0117
85.1720,3.4102,0.3347,0.0129
85.1970,3.4256,0.3214,0.0166
85.2210,3.4426,0.3094,0.0191
85.2460,3.4568,0.3024,0.0173
85.2500,3.4625,0.3009,0.0142
85.2770,3.4674,0.2993,0.0146
85.3030,3.4756,0.2986,0.0145
85.3100,3.4829,0.2976,0.0116
85.3310,3.4904,0.2982,0.0091
85.3600,3.5047,0.3038,0.0047
85.3810,3.5169,0.3022,0.0038
85.4040,3.5227,0.2970,0.0039
85.4270,3.5266,0.2917,0.0042
85.4520,3.5340,0.2909,0.0068
85.4600,3.5423,0.2884,0.0076
85.4800,3.5426,0.2883,0.0075
85.4910,3.5509,0.2911,0.0087
85.5100,3.5519,0.2917,0.0090
85.5340,3.5582,0.2991,0.0127
85.5610,3.5655,0.3039,0.0126
85.5660,3.5699,0.3049,0.0096
85.5880,3.5702,0.3048,0.0094
85.6130,3.5731,0.3026,0.0067
85.6370,3.5746,0.2989,0.0040
85.6650,3.5821,0.2971,0.0036
85.6940,3.5870,0.2952,0.0031
85.7180,3.5890,0.2963,0.0042
85.7450,3.5887,0.2968,0.0062
85.7710,3.5905,0.2953,0.0067
85.7750,3.5982,0.2978,0.0074
85.7960,3.5985,0.2981,0.0075
85.8230,3.6090,0.3013,0.0164
85.8540,3.6185,0.2970,0.0259
85.8590,3.6253,0.2947,0.0285
85.8820,3.6305,0.2931,0.0283
85.9120,3.6403,0.2913,0.0242
85.9360,3.6551,0.2858,0.0205
85.9660,3.6615,0.2803,0.0143
85.9930,3.6599,0.2791,0.0052
